Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1132,67.0,Male,Shirt,clothin,73.0,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,20.0,Bank Transfer,Monthly
1133,50.0,male,Hoodie,clothin,98.0,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,25.0,Cash,Fortnightly
1134,36.0,male,Shoes,Foot-wear,36.0,  Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,29.0,Cash,Weekly
1135,62.0,Male,T-shirt,clothin,81.0,Wisconsin,M,Brown,Summer,,No,Express,Yes,Yes,2.0,Venmo,Every 3 Months
1136,65.0,male,Skirt,clothin,90.0,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32.0,Bank Transfer,Quarterly
1137,23.0,Male,Handbag,Accessories,83.0,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,37.0,Cash,Monthly
1138,46.0,Male,Shirt,clothin,91.0,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Every 3 Months
1139,18.0,male,Pants,,36.0,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,32.0,Venmo,Fortnightly
1140,58.0,Male,Coat,Outerwear,53.0,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,42.0,Debit Card,Bi-Weekly
1141,31.0,Male,Jeans,clothin,39.0,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,6.0,CC,Every 3 Months
1142,39.0,male,Gloves,Accessories,33.0,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23.0,pay pal,Fortnightly
1143,69.0,Male,T-shirt,clothin,76.0,,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,27.0,Venmo,Bi-Weekly
1144,68.0,Male,Boots,Foot-wear,23.0,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,43.0,pay pal,Quarterly
1145,41.0,Male,Jeans,clothin,54.0,  South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,25.0,Bank Transfer,Fortnightly
1146,31.0,,Sneakers,Foot-wear,89.0,Nevada,L,Pink,Summer,3.0,No,Express,Yes,Yes,30.0,Cash,Every 3 Months
1147,48.0,Male,Sneakers,Foot-wear,38.0,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,Yes,7.0,Bank Transfer,Every 3 Months
1148,59.0,Male,Hat,Accessories,36.0,,XL,Red,Winter,4.3,No,Next Day Air,Yes,Yes,,Debit Card,Annually
1149,34.0,male,Pants,clothin,66.0,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,Yes,10.0,pay pal,Fortnightly
1150,21.0,male,Jewelry,Accessories,42.0,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,40.0,Venmo,Annually
1151,29.0,Male,Jewelry,Accessories,36.0,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,50.0,Venmo,Bi-Weekly
1152,41.0,Male,Blouse,clothin,86.0,Ohio,M,Gray,Spring,,No,Express,Yes,Yes,,CC,Weekly
1153,62.0,Male,Handbag,Accessories,49.0,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,Yes,8.0,pay pal,Every 3 Months
1154,27.0,Male,Shirt,clothin,41.0,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,Yes,6.0,Bank Transfer,Quarterly
1155,49.0,Male,Dress,clothin,82.0,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,44.0,CC,Bi-Weekly
1156,195.0,male,T-shirt,clothin,53.0,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,47.0,pay pal,Quarterly
1157,20.0,Male,Shoes,Foot-wear,21.0,  Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,6.0,Venmo,Every 3 Months
1158,37.0,Male,Belt,Accessories,66.0,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,11.0,Cash,Quarterly
1159,69.0,Male,Belt,Accessories,89.0,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,41.0,Bank Transfer,Annually
1160,66.0,,Handbag,Accessories,55.0,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,46.0,Venmo,Every 3 Months
1161,37.0,Male,Scarf,Accessories,42.0,  North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,9.0,Venmo,Bi-Weekly
1162,63.0,male,Shorts,clothin,52.0,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,37.0,pay pal,Monthly
1163,47.0,Male,Sandals,Foot-wear,92.0,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,13.0,pay pal,Weekly
1164,26.0,Male,Pants,clothin,56.0,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,Yes,24.0,Debit Card,Monthly
1165,68.0,Male,Dress,clothin,96.0,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,47.0,pay pal,Quarterly
1166,195.0,Male,T-shirt,clothin,64.0,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21.0,Venmo,Every 3 Months
1167,48.0,Male,Dress,clothin,48.0,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,22.0,Venmo,Fortnightly
1168,60.0,Male,Socks,clothin,83.0,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16.0,pay pal,Quarterly
1169,68.0,Male,Scarf,Accessories,91.0,  Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,37.0,Debit Card,Fortnightly
1170,25.0,,Backpack,Accessories,94.0,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,,Cash,Annually
1171,57.0,Male,Skirt,clothin,62.0,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,33.0,Cash,Bi-Weekly
1172,41.0,Male,Socks,clothin,55.0,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15.0,Debit Card,Annually
1173,59.0,Male,Coat,Outerwear,68.0,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,42.0,Bank Transfer,Bi-Weekly
1174,44.0,Male,Jewelry,Accessories,76.0,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,42.0,Cash,Bi-Weekly
1175,42.0,Male,Backpack,Accessories,31.0,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19.0,Bank Transfer,Bi-Weekly
1176,35.0,Male,Belt,Accessories,81.0,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,26.0,pay pal,Quarterly
1177,36.0,male,Dress,clothin,-99.0,Oregon,M,Red,Winter,,No,Free Shipping,Yes,Yes,39.0,pay pal,Quarterly
1178,54.0,M,Skirt,clothin,21.0,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,24.0,Debit Card,Monthly
1179,37.0,male,Dress,clothin,22.0,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,23.0,Debit Card,Annually
1180,20.0,Male,T-shirt,clothin,33.0,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44.0,Bank Transfer,Annually
1181,23.0,male,Skirt,clothin,23.0,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34.0,Cash,Monthly
1182,61.0,Male,Shorts,clothin,96.0,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,43.0,Bank Transfer,Quarterly
1183,37.0,male,Jewelry,Accessories,21.0,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,45.0,pay pal,Quarterly
1184,23.0,Male,Pants,clothin,39.0,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,4.0,CC,Weekly
1185,63.0,Male,Belt,Accessories,73.0,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,19.0,CC,Annually
1186,47.0,Male,Jeans,clothin,64.0,  Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,29.0,CC,Monthly
1187,63.0,Male,Jeans,clothin,68.0,,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,27.0,CC,Annually
1188,56.0,Male,Hat,Accessories,89.0,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,Yes,37.0,CC,Every 3 Months
1189,68.0,Male,Blouse,clothin,29.0,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,11.0,CC,Weekly
1190,64.0,Male,Shirt,clothin,97.0,  Arkansas,XL,Teal,Summer,,No,Free Shipping,Yes,Yes,28.0,Debit Card,Annually
1191,62.0,Male,Shirt,clothin,45.0,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31.0,CC,Weekly
1192,34.0,Male,T-shirt,,70.0,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50.0,Venmo,Quarterly
1193,,Male,Coat,Outerwear,56.0,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,Yes,42.0,Venmo,Quarterly
1194,,male,Jacket,Outerwear,55.0,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18.0,CC,Fortnightly
1195,50.0,Male,Hoodie,clothin,,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6.0,CC,Fortnightly
1196,25.0,Male,Scarf,Accessories,95.0,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,33.0,Venmo,Monthly
1197,30.0,Male,Belt,Accessories,88.0,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13.0,Bank Transfer,Bi-Weekly
1198,54.0,Male,Sneakers,Foot-wear,92.0,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26.0,pay pal,Annually
1199,40.0,male,Socks,clothin,49.0,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17.0,Cash,Annually
1200,49.0,Male,Sandals,Foot-wear,89.0,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3.0,Debit Card,Weekly
1201,27.0,Male,Coat,Outerwear,22.0,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7.0,pay pal,Weekly
1202,27.0,M,Shoes,Foot-wear,61.0,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46.0,Venmo,Fortnightly
1203,48.0,Male,Scarf,Accessories,29.0,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14.0,Venmo,Every 3 Months
1204,40.0,male,Sneakers,Foot-wear,82.0,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23.0,Bank Transfer,Annually
1205,67.0,Male,Belt,Accessories,94.0,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,,CC,Every 3 Months
1206,52.0,male,Handbag,Accessories,99.0,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38.0,Bank Transfer,Fortnightly
1207,22.0,male,Handbag,Accessories,59.0,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,Yes,16.0,Venmo,Every 3 Months
1208,62.0,Male,Boots,Foot-wear,90.0,  Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48.0,CC,Every 3 Months
1209,,male,Boots,Foot-wear,100.0,Wisconsin,S,Red,Winter,,No,2-Day Shipping,Yes,Yes,8.0,Debit Card,Annually
1210,41.0,M,Pants,clothin,62.0,  Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16.0,Bank Transfer,Monthly
1211,34.0,Male,Sunglasses,Accessories,78.0,  Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5.0,Cash,Quarterly
1212,23.0,,Hoodie,clothin,94.0,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,,Venmo,Every 3 Months
1213,32.0,Male,Shoes,Foot-wear,74.0,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18.0,CC,Weekly
1214,68.0,Male,Handbag,Accessories,52.0,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14.0,Debit Card,Every 3 Months
1215,195.0,Male,Jacket,Outerwear,81.0,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5.0,Cash,Every 3 Months
1216,66.0,Male,Blouse,clothin,20.0,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15.0,CC,Every 3 Months
1217,62.0,Male,Pants,clothin,32.0,  Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3.0,Venmo,Every 3 Months
1218,50.0,male,Boots,Foot-wear,63.0,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12.0,Cash,Every 3 Months
1219,55.0,Male,Boots,Foot-wear,79.0,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43.0,Cash,Every 3 Months
1220,19.0,Male,Sweater,clothin,23.0,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35.0,CC,Bi-Weekly
1221,67.0,M,Gloves,Accessories,64.0,Kentucky,M,Green,Winter,,No,Express,Yes,Yes,36.0,Bank Transfer,Quarterly
1222,18.0,male,Socks,clothin,69.0,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3.0,Cash,Quarterly
1223,58.0,Male,Jeans,,69.0,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27.0,Bank Transfer,Annually
1224,69.0,Male,Pants,clothin,24.0,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,,Bank Transfer,Weekly
1225,62.0,Male,Shorts,clothin,50.0,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18.0,Venmo,Weekly
1226,28.0,Male,Gloves,Accessories,97.0,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16.0,Debit Card,Weekly
1227,53.0,male,Sandals,Foot-wear,91.0,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18.0,Venmo,Bi-Weekly
1228,27.0,M,Blouse,clothin,37.0,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19.0,Bank Transfer,Bi-Weekly
1229,55.0,Male,Jacket,Outerwear,55.0,  Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1.0,Cash,Annually
1230,34.0,Male,Jewelry,Accessories,52.0,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39.0,Bank Transfer,Annually
1231,25.0,M,Hat,Accessories,80.0,  Illinois,L,Brown,Spring,,No,Standard,Yes,Yes,49.0,Venmo,Monthly
1232,66.0,Male,Socks,clothin,79.0,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,Yes,43.0,CC,Fortnightly
1233,57.0,male,Handbag,Accessories,23.0,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,,Debit Card,Every 3 Months
1234,46.0,Male,Pants,clothin,73.0,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,,Venmo,Every 3 Months
1235,38.0,Male,Gloves,Accessories,99.0,,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2.0,Bank Transfer,Bi-Weekly
1236,23.0,male,Sweater,clothin,22.0,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46.0,pay pal,Every 3 Months
1237,42.0,Male,Hat,Accessories,68.0,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35.0,Debit Card,Every 3 Months
1238,25.0,,Dress,clothin,92.0,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42.0,CC,Quarterly
1239,55.0,Male,Pants,clothin,77.0,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3.0,Venmo,Fortnightly
1240,62.0,Male,Coat,Outerwear,37.0,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32.0,Debit Card,Every 3 Months
1241,41.0,Male,Scarf,Accessories,79.0,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48.0,Debit Card,Annually
1242,58.0,male,Hoodie,clothin,51.0,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34.0,CC,Weekly
1243,56.0,Male,Socks,clothin,27.0,  Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,Yes,15.0,Bank Transfer,Quarterly
1244,25.0,Male,Blouse,clothin,23.0,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,22.0,Debit Card,Annually
1245,70.0,Male,Socks,clothin,76.0,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2.0,Cash,Monthly
1246,42.0,Male,Dress,clothin,31.0,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30.0,Bank Transfer,Weekly
1247,27.0,Male,Hoodie,clothin,60.0,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27.0,Cash,Monthly
1248,65.0,M,T-shirt,clothin,99.0,Virginia,M,Charcoal,Spring,,No,Express,Yes,Yes,18.0,Venmo,Bi-Weekly
1249,62.0,Male,Hat,Accessories,37.0,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,Yes,8.0,CC,Annually
1250,62.0,M,Boots,Foot-wear,50.0,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48.0,Venmo,Fortnightly
1251,52.0,Male,Jeans,clothin,26.0,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24.0,Cash,Monthly
1252,56.0,male,Shorts,clothin,86.0,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,Yes,43.0,CC,Monthly
1253,28.0,Male,Sandals,Foot-wear,41.0,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,Yes,8.0,Cash,Quarterly
1254,39.0,Male,Sandals,Foot-wear,23.0,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49.0,pay pal,Annually
1255,54.0,Male,Sneakers,Foot-wear,56.0,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2.0,CC,Bi-Weekly
1256,30.0,Male,Hat,Accessories,68.0,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38.0,Cash,Fortnightly
1257,45.0,Male,Coat,Outerwear,48.0,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4.0,Cash,Fortnightly
1258,68.0,,Dress,clothin,-99.0,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,Yes,31.0,Cash,Every 3 Months
1259,47.0,Male,Boots,Foot-wear,87.0,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34.0,Debit Card,Every 3 Months
1260,68.0,Male,Skirt,clothin,64.0,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45.0,CC,Monthly
1261,63.0,,Shirt,clothin,93.0,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30.0,Debit Card,Quarterly
1262,20.0,male,Shirt,clothin,29.0,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2.0,CC,Fortnightly
1263,29.0,Male,Boots,Foot-wear,62.0,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44.0,Venmo,Monthly
1264,41.0,Male,Hoodie,clothin,70.0,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1.0,CC,Bi-Weekly
1265,52.0,Male,Sweater,clothin,92.0,,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1.0,Venmo,Bi-Weekly
1266,32.0,Male,Shirt,clothin,79.0,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27.0,Bank Transfer,Weekly
1267,20.0,Male,Blouse,clothin,31.0,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,Yes,14.0,Debit Card,Every 3 Months
1268,47.0,M,T-shirt,clothin,83.0,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41.0,Cash,Weekly
1269,23.0,M,Jacket,Outerwear,88.0,  Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25.0,Debit Card,Bi-Weekly
1270,43.0,Male,Jewelry,Accessories,53.0,Vermont,M,Lavender,Spring,3.0,No,Standard,Yes,Yes,47.0,pay pal,Quarterly
1271,67.0,Male,Hoodie,clothin,98.0,  West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20.0,Cash,Annually
1272,70.0,male,Jewelry,Accessories,57.0,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,,pay pal,Annually
1273,35.0,male,Sandals,,80.0,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16.0,Bank Transfer,Monthly
1274,41.0,Male,Jeans,clothin,29.0,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32.0,CC,Every 3 Months
1275,54.0,Male,Hat,Accessories,73.0,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37.0,pay pal,Quarterly
1276,55.0,Male,Sweater,clothin,32.0,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1.0,pay pal,Monthly
1277,51.0,Male,Boots,Foot-wear,68.0,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37.0,Bank Transfer,Weekly
1278,19.0,Male,Blouse,,97.0,  Rhode Island,L,Green,Spring,5.0,No,Express,Yes,Yes,5.0,Venmo,Quarterly
1279,195.0,Male,Shorts,clothin,98.0,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31.0,Venmo,Fortnightly
1280,63.0,Male,Hoodie,clothin,56.0,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,Yes,,Debit Card,Annually
1281,30.0,Male,Pants,clothin,78.0,,L,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39.0,Venmo,Every 3 Months
1282,29.0,male,Belt,Accessories,81.0,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8.0,Venmo,Bi-Weekly
1283,,Male,Shirt,clothin,68.0,New Hampshire,L,Violet,Winter,3.0,No,Free Shipping,Yes,Yes,20.0,Venmo,Monthly
1284,69.0,Male,Shirt,clothin,94.0,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23.0,Debit Card,Every 3 Months
1285,65.0,Male,Dress,clothin,93.0,Arkansas,M,Black,Spring,3.9,No,Express,Yes,Yes,38.0,pay pal,Fortnightly
1286,64.0,Male,Gloves,Accessories,99.0,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,Yes,45.0,Bank Transfer,Fortnightly
1287,40.0,Male,Gloves,Accessories,49.0,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44.0,Debit Card,Fortnightly
1288,24.0,,Jeans,clothin,28.0,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,Yes,20.0,pay pal,Monthly
1289,66.0,Male,Belt,Accessories,93.0,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,Yes,34.0,pay pal,Bi-Weekly
1290,35.0,Male,Jacket,Outerwear,24.0,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,Yes,10.0,pay pal,Weekly
1291,67.0,Male,Skirt,clothin,35.0,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,Yes,3.0,pay pal,Annually
1292,69.0,Male,Sandals,Foot-wear,68.0,,S,Beige,Spring,3.2,No,2-Day Shipping,Yes,Yes,23.0,Debit Card,Fortnightly
1293,26.0,Male,Belt,Accessories,61.0,  Kentucky,M,Maroon,Summer,,No,Free Shipping,Yes,Yes,42.0,Bank Transfer,Annually
1294,23.0,Male,Sweater,,74.0,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,Yes,30.0,Debit Card,Annually
1295,,M,Shirt,clothin,64.0,  Texas,M,Silver,Summer,4.5,No,Standard,Yes,Yes,21.0,Cash,Every 3 Months
1296,30.0,Male,Sneakers,Foot-wear,60.0,New Mexico,M,Olive,Fall,2.8,No,Standard,Yes,Yes,50.0,pay pal,Weekly
1297,48.0,male,Jeans,clothin,29.0,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,Yes,16.0,Cash,Bi-Weekly
1298,44.0,Male,Sandals,Foot-wear,85.0,  New Jersey,M,Silver,Summer,4.6,No,Standard,Yes,Yes,32.0,Venmo,Annually
1299,,Male,Pants,clothin,81.0,Indiana,S,Indigo,Summer,3.0,No,Free Shipping,Yes,Yes,14.0,Bank Transfer,Fortnightly
1300,29.0,Male,Belt,Accessories,23.0,Louisiana,L,Teal,Fall,3.6,No,2-Day Shipping,Yes,Yes,,Venmo,Bi-Weekly
1301,67.0,Male,T-shirt,,100.0,West Virginia,M,Charcoal,Spring,4.5,No,Next Day Air,Yes,Yes,47.0,CC,Every 3 Months
1302,42.0,Male,Shirt,clothin,54.0,Maine,M,Orange,Fall,5.0,No,Express,Yes,Yes,21.0,Debit Card,Weekly
1303,23.0,Male,Sneakers,Foot-wear,,Idaho,M,Gold,Fall,2.9,No,Next Day Air,Yes,Yes,37.0,CC,Monthly
1304,34.0,Male,Blouse,clothin,32.0,New York,L,Silver,Summer,3.1,No,Next Day Air,Yes,Yes,10.0,CC,Annually
1305,64.0,,Backpack,Accessories,,  Montana,S,Orange,Spring,4.0,No,2-Day Shipping,Yes,Yes,18.0,pay pal,Every 3 Months
1306,31.0,Male,Pants,clothin,56.0,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,Yes,2.0,pay pal,Every 3 Months
1307,,Male,Sweater,clothin,33.0,Alaska,L,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,40.0,pay pal,Annually
1308,23.0,Male,Coat,Outerwear,32.0,Missouri,L,Black,Summer,3.1,No,Express,Yes,Yes,43.0,pay pal,Annually
1309,59.0,M,Dress,clothin,38.0,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,Yes,14.0,CC,Every 3 Months
1310,32.0,Male,Blouse,clothin,21.0,  Hawaii,L,Lavender,Summer,4.7,No,Store Pickup,Yes,Yes,41.0,Cash,Quarterly
1311,43.0,Male,Hoodie,,59.0,South Carolina,L,Brown,Winter,3.1,No,Store Pickup,Yes,Yes,38.0,CC,Every 3 Months
1312,32.0,male,Shoes,Foot-wear,87.0,Tennessee,M,Maroon,Fall,4.2,No,Express,Yes,Yes,12.0,Venmo,Annually
1313,66.0,male,T-shirt,clothin,79.0,Missouri,M,Violet,Winter,3.0,No,Store Pickup,Yes,Yes,19.0,Bank Transfer,Monthly
1314,70.0,Male,Shoes,Foot-wear,28.0,Missouri,M,Lavender,Summer,,No,Free Shipping,Yes,Yes,23.0,CC,Bi-Weekly
1315,42.0,,Boots,Foot-wear,67.0,Missouri,S,Magenta,Summer,3.4,No,Free Shipping,Yes,Yes,49.0,Debit Card,Annually
1316,56.0,,Shorts,clothin,75.0,Mississippi,L,Green,Spring,4.2,No,2-Day Shipping,Yes,Yes,29.0,Debit Card,Quarterly
1317,28.0,Male,Belt,Accessories,32.0,Arkansas,S,Lavender,Spring,4.6,No,Standard,Yes,Yes,14.0,Debit Card,Bi-Weekly
1318,28.0,Male,Pants,clothin,43.0,Kentucky,M,Green,Spring,2.8,No,Free Shipping,Yes,Yes,19.0,Cash,Monthly
